DOCTECH_numero;Designation;Maturity;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;perimetro
200201924R;LIGNE ECHAPPEMENT;Validated; 1; 1;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;30;Projet;B52 D4F EURO6;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;24/01/2014;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur; 0; 0;NA; 0; 0;NA;1;NA;NA;NA;TAN;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200206982R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;TAN;0M000;Officielle;NA;NA;NA;TAN;NA;R--;NA;*;XJR;NA;NA;34;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;euro6;NA;NA;--B;BE;--B;BE;NA; 9,244;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--B; 7;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200202261R;LIGNE ECHAPPEMENT;Refused; 2; 4;0,5000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;17;Projet;B/  K9K  STEP1;NA;NA;NA; 1;NA;65500;NA; 1;Valide;NA;17/07/2015;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORA,MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200202261R;LIGNE ECHAPPEMENT;PIE;Renault;65500;NA;Renault;NA;PCE Pièce, Unité;MOP,ORA;0M000;Officielle;NA;NA;NA;MOP,ORA;NA;R--;NA;*;XJR;NA;RENAULT ALGERIE PRODUCTION;5S;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;Initialisation par PDP;NA;NA;--D;BE;--D;BE;NA; 5,563;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--D;10;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200202298R;LIGNE ECHAPPEMENT;Refused; 1; 5;0,2000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;20;Projet;K,L52  K9K  EURO6;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;11/03/2014;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200205919R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;MOP;0M000;Officielle;NA;NA;NA;MOP;NA;R--;NA;*;XJR;NA;NA;Z7;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;euro6;NA;NA;--E;BE;--E;BE;NA; 7,766;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--D;14;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200202840R;LIGNE ECHAPPEMENT;Refused; 9;11;0,8181818;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;57;Projet;B52 H4M MERCOS;NA;NA;NA; 2;NA;0RDBA;NA; 1;Valide;NA;24/05/2018;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;200202059R;LIGNE ECHAPPEMENT;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;COR;0RDBA;Officielle;NA;NA;NA;COR;NA;R--;NA;*;XJ0;NA;NA;8B;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;---;BE;---;BE;NA;10,008;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--C;20;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200204221R;LIGNE ECHAPPEMENT;Validated; 2; 2;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;44;Projet;PH2 - B52 K9K STEP1;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;19/02/2016;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP,ORA;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200204221R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;ORA,MOP;0M000;Officielle;NA;NA;NA;ORA,MOP;NA;R--;NA;*;XJR;NA;AUTOMOBILE DACIA S.A. ACHATS;U3;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA; 5,963;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--A; 5;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200204738R;LIGNE ECHAPPEMENT;Validated; 3; 3;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;46;Projet;PH2 - B52 CROSS  K9K EURO6;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;08/09/2015;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200204738R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;MOP;0M000;Officielle;NA;NA;NA;MOP;NA;R--;NA;*;XJR;NA;AUTOMOBILE DACIA S.A. ACHATS;RE;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--C;BE;--C;BE;NA; 7,878;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--B; 7;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200204964R;LIGNE ECHAPPEMENT;Validated; 2; 2;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;1;Projet;B52 / H4B SAUF GNC;NA;NA;NA; 1;NA;65500;NA; 1;Valide;NA;05/11/2012;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200204964R;LIGNE ECHAPPEMENT;PIE;Renault;65500;NA;Renault;NA;PCE Pièce, Unité;MOP;0M000;Officielle;NA;NA;NA;MOP;NA;R--;NA;*;XJR;NA;NA;WC;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Non définie;Initialisation par PDP;NA;NA;--B;BE;--B;BE;NA; 6,368;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--C; 7;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200206359R;LIGNE ECHAPPEMENT;Validated; 1; 1;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;4;Projet;PH2 - B52 B4D;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;07/10/2015;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200206359R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;MOP;0M000;Officielle;NA;NA;NA;MOP;NA;R--;NA;*;XJR;NA;AUTOMOBILE DACIA S.A. ACHATS;5G;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;B4D;NA;NA;--A;BE;--A;BE;NA; 7,728;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;---; 6;Non partagé;71 - ECHAPPEMENT - POT CATALYTIQUE
200206376R;LIGNE ECHAPPEMENT;Validated; 2; 2;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;3;Projet;PH2 - B52 CROSS K9K EURO5;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;08/09/2015;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200206376R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;MOP;0M000;Officielle;NA;NA;NA;MOP;NA;R--;NA;*;XJR;NA;AUTOMOBILE DACIA S.A. ACHATS;AT;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;X52 K9K Gen5 Cross;NA;NA;--B;BE;--B;BE;NA;13,130;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--A; 4;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200209055R;LIGNE ECHAPPEMENT;Validated; 1; 1;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;43;Projet;PH2 - B52 CROSS K4M BVA;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;08/09/2015;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200209055R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;MOP;0M000;Officielle;NA;NA;NA;MOP;NA;R--;NA;*;XJR;NA;AUTOMOBILE DACIA S.A. ACHATS;TW;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA;10,033;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;---; 4;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200209140R;LIGNE ECHAPPEMENT;Validated; 2; 2;0,0000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;45;Projet;PH2 - B52 CROSS  H4B EURO6;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;08/09/2015;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORA,MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;200209140R;LIGNE ECHAPPEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;MOP,ORA;0M000;Officielle;NA;NA;NA;MOP,ORA;NA;R--;NA;*;XJR;NA;AUTOMOBILE DACIA S.A. ACHATS;LL;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA; 6,528;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;---; 4;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
200209517R;LIGNE ECHAPPEMENT;Refused; 2; 5;0,4000000;71;ECHAPPEMENT - POT CATALYTIQUE;X52;ASS001023;Fonction;LIGNE D' ECHAPPEMENT ASS;Renault;24;Projet;L52/ K4M MERCOS;NA;NA;NA; 2;NA;0RDBA;NA; 1;Valide;NA;24/05/2012;ASS001023;NA;NA;LIGNE D' ECHAPPEMENT ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;200207362R;LIGNE ECHAPPEMENT;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;UAS;0RDBA;Officielle;NA;NA;NA;UAS;NA;R--;NA;*;XJR;NA;NA;PB;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);Initialisation par PDP;NA;NA;--A;BE;--A;BE;NA; 9,329;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--F;21;NA;71 - ECHAPPEMENT - POT CATALYTIQUE
214814370R;GROUPE MOTOVENTILATEUR RFRT MOT;Validated; 2; 2;0,0000000;73;REFROIDISSEMENT GMP;X79;F10379;Fonction;GROUPE MOTOVENTILATEUR DE REFROIDISSEMENT;Renault;18;Projet;H79 PH2 BRESIL;NA;NA;NA; 4;NA;0INDE;NA; 1;Valide;NA;24/06/2015;F10379/AA;NA;NA;GROUPE MOTOVENTILATEUR EQP;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;214814370R;GROUPE MOTOVENTILATEUR RFRT MOT;PIE;Renault;0INDE;XCP;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;RQE;NA;Y;XUR;NA;JOHNSON ELECTRIC PVT LTD;SD;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--A;BE;--A;BE;NA; 3,015;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 6;NA;73 - REFROIDISSEMENT GMP
215596207R;GUIDE AIR G;Validated; 1; 1;0,0000000;73;REFROIDISSEMENT GMP;X52;F10242;Fonction;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;Renault;1;Projet;K9K CA;NA;NA;NA; 3;NA;0M000;NA;10;Valide;NA;24/09/2015;F10242/BJ;NA;NA;GUIDE AIR 2 G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORA,MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;215596207R;GUIDE AIR G;PIE;Renault;65500;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;65500;Officielle;MOP,RMA,TAN,TOA,IZH,OCM,ORA,TKD;NA;P--;NA;-;PPU;NA;ELJ AUTOMOTIVE SA;CT;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;NA;MPPU Pièce Plus Utilisée Module;29/07/2016;--A;BE;--A;BE;NA; 0,550;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 2;NA;73 - REFROIDISSEMENT GMP
231760003R;PROTECTEUR ALTERNATEUR;Validated; 1; 1;0,0000000;92;ELECTROTECHNIQUE;X79;F13564;Fonction;PROTECTION ALTERNATEUR;Renault;1;Projet;X79/K9K/EURO 5;NA;NA;NA; 1;NA;65680;NA; 1;Valide;NA;15/07/2011;F13564/AA;NA;NA;PROTECTEUR ALTERNATEUR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN,MOP,ORU;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;231760003R;PROTECTEUR ALTERNATEUR;PIE;Renault;65660;XCP;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;65680;Officielle;PLS,BUR,RSM,LHA,UGB,PAL,ORU,MOP,MOT,TAN,RMA,CHN;NA;R--;NA;-;320;M1Y;STEEP PLASTIQUE SARL;94;NA;Oui;NA;NA;Non définie;Non définie;Initialisation par PDP;NA;NA;--D;BE;--D;BE;NA; 0,043;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--D; 4;NA;92 - ELECTROTECHNIQUE
233003152R;DEMARREUR;Validated; 2; 2;0,0000000;92;ELECTROTECHNIQUE;X79;F14017;Fonction;DEMARREUR;Renault;5;Projet;K9K/SAUF STOSTA;NA;NA;NA; 5;NA;0M000;NA; 1;Valide;NA;09/12/2014;F14017/AA;NA;NA;DEMARREUR;8511.4;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0M000;Officielle;NA;NA;NA;BE;NA;NA;VALEO TS12 M9;233003152R;DEMARREUR;PIE;Renault;65680;XCP;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MAH,CHN;NA;--E;NA;-;W2R;NA;VALEO INDIA PVT LTD;F4;NA;Oui;NA;NA;Non définie;Non définie;Initialisation par PDP;NA;NA;--C;BE;--C;BE;NA; 2,800;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--C; 6;NA;92 - ELECTROTECHNIQUE
233008362R;DEMARREUR;Validated; 1; 1;0,0000000;92;ELECTROTECHNIQUE;X79;F14017;Fonction;DEMARREUR;Renault;10;Projet;PH2 H4M ET H4K/SAUF STOSTA;NA;NA;NA; 8;NA;0INDE;NA; 1;Valide;NA;19/02/2019;F14017/AA;NA;NA;DEMARREUR;8511.4;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;233008362R;DEMARREUR;PIE;Renault;0M000;XCP;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;65680;Officielle;MOP,VAL,BUR,PAL,TAN;NA;--E;NA;-;W2R;NA;VALEO ELECT.AND ELECTRO.SYST;12;NA;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;NA;NA;NA;--B;BE;--B;BE;NA; 2,700;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--B; 3;NA;92 - ELECTROTECHNIQUE
248102934R;TABLEAU BORD;Refused; 6;16;0,3750000;95;MULTIMEDIA ET AFFICHAGES;XHA;F10668;Fonction;TABLEAU BORD;Renault;1;Projet;HHA SAUF H4K;NA;NA;NA;11;NA;0RDBA;NA; 1;Valide;NA;26/06/2019;F10668/AA;NA;NA;TABLEAU BORD;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORU;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;248103965R;TABLEAU BORD;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;ORU;NA;R-E;NA;-;WER;NA;VISTEON ELECTRONICS CORPORAT;SV;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;---;BE;---;BE;NA; 0,700;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--Y;37;NA;95 - MULTIMEDIA ET AFFICHAGES
251635355R;FACADE SUPPORT INTERRUPTEUR PDB;Validated; 1; 1;0,0000000;51;PLANCHE DE BORD;X79;F10643;Fonction;SUPPORT DE COMMANDE ELECTRIQUE SUR PDB;Renault;9;Projet;H79 PH2 PITESTI / PH1 PRIME 4X4+NISSAN / PH2 RUSSIE,INDIA;NA;NA;NA; 2;CHN;0M000;NA; 1;Valide;NA;18/09/2012;F10643/AB;NA;NA;FACADE SUPPORT INTERRUPTEUR PLANCHE DE BORD COTE CONDUCTEUR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;251635355R;FACADE SUPPORT INTERRUPTEUR PDB;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;CHN;NA;RQ-;NA;-;NA;NA;HANON AUTOMOTIVE SYSTEMS IND;Y4;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;Initialisation par PDP;NA;NA;---;BE;---;BE;NA; 0,054;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--E; 1;Non partagé;51 - PLANCHE DE BORD
251636150R;FACADE SUPPORT INTERRUPTEUR PDB;Validated; 2; 2;0,0000000;51;PLANCHE DE BORD;X79;F10643;Fonction;SUPPORT DE COMMANDE ELECTRIQUE SUR PDB;Renault;8;Projet;H79 PH2 PITESTI,RUSSIE / PH1 PRIME UK, NISSAN RUSSIE 4X2 / U79 CURITIBA;NA;NA;NA; 2;CHN;0M000;NA; 1;Valide;NA;18/09/2012;F10643/AB;NA;NA;FACADE SUPPORT INTERRUPTEUR PLANCHE DE BORD COTE CONDUCTEUR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;251636150R;FACADE SUPPORT INTERRUPTEUR PDB;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;CHN;NA;RQ-;NA;-;320;NA;HANON AUTOMOTIVE SYSTEMS IND;GT;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;Initialisation par PDP;NA;NA;---;BE;---;BE;NA; 0,068;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--D; 2;Non partagé;51 - PLANCHE DE BORD
253A42318R;CAPTEUR AIDE STATIONNEMENT RADIAL;Validated; 2; 2;0,0000000;94;SYSTEME D’AIDES A LA CONDUITE;X52;F21036;Fonction;DETECTION D' AIDE AU STATIONNEMENT;Renault;1;Projet;B52, L52 PH2;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;07/11/2017;F21036/AC;NA;NA;CAPTEUR INT AIDE AU PARKING DE BOUCLIER AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;UAS,COR,ORA,TAN,RMA,MOP;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;253A42318R;CAPTEUR AIDE STATIONNEMENT RADIAL;PIE;Renault;0M000;XCP;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;EXT,TOA,MOP,RMA,TAN,UAS,ORA,ORU,CHN,COR,OCM;NA;R-E;NA;-;NA;NA;VALEO SCHALTER UND SENSOREN;MH;NA;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;NA;NA;NA;--B;BE;--B;BE;NA; 0,016;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--B; 6;NA;94 - SYSTEME D’AIDES A LA CONDUITE
254217475R;INTERRUPTEUR LEVE-VITRE ELECTRIQUE;Refused; 4; 7;0,5714286;54;COMMANDES;X52;F10210;Fonction;COMMANDE ELECTRIQUE DE LEVE VITRE ARRIERE;Renault;1;Projet;X52 / LVAREL;NA;NA;NA; 1;NA;0M000;NA; 3;Valide;NA;30/07/2015;F10210/AJ;NA;NA;COMMANDE ELECTRIQUE AV MODULE LVE ARRIERE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORA,TAN,RMA,MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;254111342R;INTERRUPTEUR DOUBLE LVE;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;TAN,MOP,MCA,CHN,RMA,ORU,ORA;NA;R-E;NA;-;WFR;NA;AUTOMOBILE DACIA S.A. ACHATS;9J;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;Initialisation par PDP;NA;NA;--A;BE;--A;BE;NA; 0,043;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--K; 1;Non partagé;54 - COMMANDES
254217475R;INTERRUPTEUR LEVE-VITRE IMPULSIONNEL;Validated; 1; 1;0,0000000;54;COMMANDES;X52;F10210;Fonction;COMMANDE ELECTRIQUE DE LEVE VITRE ARRIERE;Renault;1;Projet;X52 / LVAREL;NA;NA;NA; 1;NA;0M000;NA; 3;Valide;NA;30/07/2015;F10210/AJ;NA;NA;COMMANDE ELECTRIQUE AV MODULE LVE ARRIERE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORA,TAN,RMA,MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;254111342R;INTERRUPTEUR DOUBLE LVE;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;TAN,MOP,MCA,CHN,RMA,ORU,ORA;NA;R-E;NA;-;WFR;NA;AUTOMOBILE DACIA S.A. ACHATS;9J;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;Initialisation par PDP;NA;NA;--A;BE;--A;BE;NA; 0,043;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--K; 1;Non partagé;54 - COMMANDES
